Marital status;Application mode;Application order;Course;Daytime evening attendance ;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1;17;3;9500;1;1;138;1;3;3;4;5;130;1;0;0;1;0;0;18;0;0;7;8;7;14,85;0;0;8;8;8;15,2;0;13,9;-0,3;0,79;Dropout
1;1;2;9500;1;1;131;1;1;37;4;4;126,1;1;0;0;1;0;1;19;0;0;7;7;7;12,4957142857143;0;0;8;9;7;12,2428571428571;0;11,1;0,6;2,02;Dropout
1;39;1;9670;1;12;133,1;1;1;19;1;5;100;1;0;1;0;0;0;25;0;0;5;5;5;11,2;0;0;5;5;4;11,25;0;9,4;-0,8;-3,12;Dropout
1;53;1;9238;1;42;130;1;1;19;5;5;128,3;0;0;1;0;0;0;23;0;5;9;12;7;13,5714285714286;0;4;9;14;4;13,25;0;8,9;1,4;3,51;Dropout
1;1;1;9070;1;1;133,1;1;19;19;7;7;117;0;0;0;1;0;0;20;0;0;6;0;0;0;0;0;6;0;0;0;0;15,5;2,8;-4,06;Dropout
1;7;1;8014;0;40;130;1;19;1;5;10;130;1;0;1;0;0;0;23;0;7;12;12;11;14;0;4;10;11;8;14625;0;13,9;-0,3;0,79;Dropout
1;2;1;9853;1;1;120;1;19;38;9;9;122,5;0;0;0;0;0;0;28;0;11;11;11;11;11,7272727272727;0;8;8;8;8;12;0;15,5;2,8;-4,06;Dropout
1;17;1;9254;1;1;158;1;37;37;5;9;138,1;1;0;0;1;0;0;19;0;0;6;8;4;12,5;0;0;6;11;1;14;0;7,6;2,6;0,32;Dropout
1;43;1;171;1;1;116;1;3;1;2;3;117,3;1;0;1;1;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;13,9;-0,3;0,79;Dropout
1;17;2;9130;1;1;127;1;3;1;2;1;116,5;0;0;0;1;0;0;19;0;0;6;0;0;0;0;0;6;0;0;0;0;15,5;2,8;-4,06;Dropout
1;17;3;9773;1;1;127;1;19;19;5;8;120;0;0;0;1;0;0;18;0;0;6;6;0;0;0;0;6;0;0;0;0;8,9;1,4;3,51;Dropout
1;18;4;9773;1;1;130;1;19;19;4;4;121,3;1;0;0;1;0;0;20;0;0;6;12;5;12;0;0;6;8;6;11,5714285714286;0;15,5;2,8;-4,06;Dropout
1;1;1;9853;1;1;125;1;37;37;9;9;114,9;1;0;1;0;0;0;21;0;0;6;8;3;13,6666666666667;0;0;6;7;3;10,6666666666667;0;15,5;2,8;-4,06;Dropout
1;17;1;9670;1;3;110;1;12;3;5;8;106,5;1;0;1;0;0;0;20;0;0;6;6;0;0;0;0;6;9;0;0;0;10,8;1,4;1,74;Dropout
1;1;1;9085;1;6;122;1;19;19;9;9;126,2;1;0;0;1;0;0;22;0;0;5;14;4;14,25;3;0;5;9;5;13,2;4;9,4;-0,8;-3,12;Dropout
1;17;1;9130;1;1;122;1;19;19;9;9;121,7;1;0;0;0;0;0;22;0;0;6;0;0;0;0;0;2;2;0;0;2;9,4;-0,8;-3,12;Dropout
1;1;4;171;1;1;139;1;37;38;9;9;127,8;1;0;0;1;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;10,8;1,4;1,74;Dropout
1;1;2;9500;1;1;124;1;34;34;0;0;123,3;1;0;0;1;0;1;20;0;0;8;8;7;14,9014285714286;1;0;8;8;7;14,9014285714286;1;9,4;-0,8;-3,12;Dropout
1;51;1;9991;0;42;110;1;19;37;5;9;128,2;0;0;0;0;0;0;22;0;7;12;12;7;11;0;5;5;5;5;10,6;0;8,9;1,4;3,51;Dropout
1;1;1;9070;1;1;160;1;3;38;1;9;152;1;0;0;0;0;0;19;0;0;5;5;0;0;0;0;6;0;0;0;0;10,8;1,4;1,74;Dropout
1;17;1;9254;1;1;122;1;37;37;5;6;114,3;0;0;0;0;0;0;20;0;0;6;0;0;0;0;0;6;0;0;0;0;15,5;2,8;-4,06;Dropout
1;44;1;171;1;39;110;1;37;37;5;6;108,3;0;0;0;0;0;0;26;0;4;9;9;4;11,25;0;3;10;12;3;11;0;12,4;0,5;1,79;Dropout
1;1;1;9254;1;1;145;1;1;38;4;9;131,7;1;0;0;1;0;1;21;0;0;6;8;6;12,1666666666667;0;0;6;11;3;11,6666666666667;0;10,8;1,4;1,74;Dropout
1;1;1;9670;1;1;128;1;1;1;2;2;130,8;1;0;0;1;0;0;20;0;0;5;5;4;15;0;0;5;5;4;13,75;0;7,6;2,6;0,32;Dropout
1;17;1;171;1;1;145;1;37;37;9;1;150,3;1;0;0;1;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;15,5;2,8;-4,06;Dropout
1;17;1;9254;1;1;123;1;38;37;9;7;120,6;1;0;0;0;0;0;19;0;0;6;9;3;11,6666666666667;0;0;6;15;1;10;0;10,8;1,4;1,74;Dropout
1;39;1;9500;1;1;110;1;37;37;9;9;130;0;0;1;0;0;0;32;0;0;7;12;4;13,7;0;0;7;7;0;0;0;16,2;0,3;-0,92;Dropout
2;39;2;9147;1;3;130;1;3;37;9;9;103,4;0;0;0;1;0;0;30;0;4;7;9;7;11,75;0;3;8;12;7;11,1428571428571;0;12,7;3,7;-1,7;Dropout
1;17;2;9773;1;1;139;1;3;1;2;7;124;1;0;0;1;0;1;20;0;0;6;6;6;14;0;0;6;7;6;13,8571428571429;0;15,5;2,8;-4,06;Dropout
1;42;1;9119;1;1;144;1;34;34;0;0;119,5;0;0;0;1;1;0;18;0;0;5;6;1;10;0;0;5;7;1;12;0;10,8;1,4;1,74;Dropout
1;17;4;9254;1;1;130;1;19;1;5;5;130;1;0;0;1;1;0;18;0;0;6;7;4;11;0;0;6;7;3;11,25;0;16,2;0,3;-0,92;Dropout
4;39;1;9500;1;1;133,1;1;37;37;9;9;130;0;0;1;1;0;0;38;0;0;7;13;3;11,8333333333333;0;0;7;14;2;10;0;16,2;0,3;-0,92;Dropout
6;39;1;9500;1;1;133,1;1;37;37;9;9;110;0;0;0;1;0;0;36;0;0;7;12;4;11,5;0;0;7;14;3;12,3333333333333;0;16,2;0,3;-0,92;Dropout
1;53;1;9085;1;42;140;1;19;38;9;9;138,2;0;0;1;0;0;0;21;0;7;10;15;8;13,75;0;4;9;17;5;13,2;0;8,9;1,4;3,51;Dropout
1;17;1;9147;1;1;140;1;37;37;9;7;132,3;1;0;0;1;0;0;20;0;0;5;9;1;10;0;0;5;10;1;11;0;7,6;2,6;0,32;Dropout
1;7;2;9130;1;3;140;1;34;34;0;0;140;0;0;0;1;0;0;25;0;0;5;9;0;0;4;0;5;9;0;0;3;10,8;1,4;1,74;Dropout
1;7;1;9070;1;3;140;1;37;2;9;3;140;0;0;0;0;0;0;23;0;0;3;3;2;10;0;0;6;0;0;0;0;10,8;1,4;1,74;Dropout
1;42;1;9853;1;1;120;1;1;37;5;5;113,9;1;0;0;1;0;0;21;0;0;6;8;4;12,25;0;0;6;13;3;10,3333333333333;0;12,7;3,7;-1,7;Dropout
2;39;2;9147;1;1;150;1;19;37;9;7;101;0;0;1;0;0;0;29;0;0;5;8;3;10,6666666666667;0;0;5;14;2;14,8;0;10,8;1,4;1,74;Dropout
1;39;1;9238;1;1;140;1;34;34;0;0;114;1;0;0;0;0;0;28;0;0;6;11;1;13;0;0;6;12;0;0;0;9,4;-0,8;-3,12;Dropout
1;7;1;8014;0;3;130;1;37;38;0;5;130;0;0;0;0;0;0;28;0;0;6;12;1;11;0;0;6;0;0;0;0;12,7;3,7;-1,7;Dropout
2;39;1;9003;1;1;120;1;37;37;9;9;125,7;0;0;1;0;0;0;43;0;0;6;10;4;12,25;0;0;6;13;4;10,5;0;8,9;1,4;3,51;Dropout
1;43;1;9556;1;1;140;1;37;37;9;9;128;1;0;0;0;0;0;32;0;0;7;7;0;0;7;0;8;8;0;0;7;10,8;1,4;1,74;Dropout
1;1;2;171;1;1;136;1;39;1;3;4;134,3;1;0;1;1;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;12,4;0,5;1,79;Dropout
2;39;1;9991;0;19;133,1;1;19;39;5;3;121,7;0;0;1;0;0;0;31;0;0;5;7;0;0;0;0;5;7;0;0;0;16,2;0,3;-0,92;Dropout
1;39;1;9991;0;1;133,1;1;19;38;7;4;125,7;0;0;0;1;0;0;26;0;0;5;9;2;12;0;0;5;9;3;11;0;10,8;1,4;1,74;Dropout
1;18;1;9119;1;1;146;1;1;37;7;7;132,4;1;0;0;1;1;0;18;0;0;5;5;1;16;0;0;5;5;0;0;0;9,4;-0,8;-3,12;Dropout
1;1;1;9670;1;1;133,1;1;3;1;4;4;95;0;0;0;1;1;0;19;0;0;6;7;0;0;0;0;6;6;0;0;0;15,5;2,8;-4,06;Dropout
1;43;1;9991;0;1;120;1;37;37;9;9;128,2;0;0;0;0;1;0;32;0;5;9;9;5;11,4;0;4;4;4;4;11;0;10,8;1,4;1,74;Dropout
2;39;1;9130;1;1;150;1;19;19;4;4;130;0;0;0;0;1;0;31;0;0;4;12;2;11;2;0;5;9;3;11,6666666666667;0;9,4;-0,8;-3,12;Dropout
2;43;1;9991;0;1;140;1;37;37;4;9;100;0;0;0;0;0;0;31;0;2;6;10;4;11,75;0;0;5;6;1;10;0;12,7;3,7;-1,7;Dropout
2;39;1;9853;1;1;133,1;1;37;37;5;5;116,5;0;0;0;1;0;0;34;0;0;7;11;1;10;0;0;7;7;1;13;0;16,2;0,3;-0,92;Dropout
1;1;3;9238;1;1;117;1;19;19;9;9;117;1;0;1;1;0;0;19;0;0;6;0;0;0;0;0;6;0;0;0;0;12,4;0,5;1,79;Dropout
1;1;2;9853;1;1;124;1;38;37;5;3;118,1;1;0;0;0;0;0;18;0;0;6;11;3;13;0;0;6;10;5;11,8;0;9,4;-0,8;-3,12;Dropout
4;39;1;9130;1;1;133,1;1;3;1;5;5;110;1;0;0;1;0;1;30;0;0;6;7;0;0;0;0;6;16;1;10;0;11,1;0,6;2,02;Dropout
1;42;1;9119;1;1;130;1;19;37;9;3;135;0;0;1;1;1;0;25;0;0;5;5;0;0;0;2;6;7;2;14;0;13,9;-0,3;0,79;Dropout
1;1;2;9773;1;1;121;1;19;19;9;9;122,8;0;0;0;1;1;0;19;0;0;6;0;0;0;0;0;6;0;0;0;0;12,4;0,5;1,79;Dropout
1;39;1;9670;1;1;140;1;37;37;6;6;120;0;0;0;1;0;0;28;0;0;6;8;1;10;0;0;6;9;0;0;0;10,8;1,4;1,74;Dropout
2;1;1;9147;1;1;151;1;38;37;9;8;132,1;1;0;0;1;0;0;34;0;0;5;7;2;10;0;0;5;6;4;12;0;7,6;2,6;0,32;Dropout
2;51;1;9853;1;1;130;1;37;37;7;8;120,3;0;0;0;1;0;0;35;0;0;7;7;0;0;0;0;6;0;0;0;0;8,9;1,4;3,51;Dropout
2;39;1;9147;1;1;133,1;1;37;37;9;9;140;0;0;0;0;0;0;35;0;0;5;8;4;12,5;1;0;5;8;5;11,8;0;9,4;-0,8;-3,12;Dropout
1;17;5;9254;1;1;121;1;1;19;4;7;116,5;1;0;0;0;1;0;18;0;0;6;12;0;0;0;0;6;0;0;0;0;9,4;-0,8;-3,12;Dropout
1;17;2;9853;1;1;127;1;19;38;3;3;121,1;1;0;0;1;1;0;19;0;0;7;10;6;13,6666666666667;0;0;7;9;6;12,5;0;12,4;0,5;1,79;Dropout
1;44;1;9003;1;39;120;1;1;19;9;7;120;0;0;0;1;1;0;22;0;2;6;15;3;11,75;0;0;6;12;2;10;0;13,9;-0,3;0,79;Dropout
2;39;1;9003;1;1;168;1;1;41;9;3;153,9;0;0;1;0;1;0;34;0;0;6;7;0;0;0;0;6;0;0;0;0;12,4;0,5;1,79;Dropout
2;39;1;8014;0;19;133,1;1;1;1;4;4;130;0;0;0;1;1;0;24;0;0;6;14;1;10;0;0;5;5;0;0;0;16,2;0,3;-0,92;Dropout
1;39;2;9670;1;1;150;1;34;34;0;0;107;1;0;0;1;1;0;26;0;0;5;5;0;0;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
1;39;1;9500;1;1;140;1;37;37;9;6;132,8;0;0;0;1;1;0;35;0;0;7;10;4;12,6;0;0;7;9;5;12,38;0;12,4;0,5;1,79;Dropout
1;17;1;9147;1;1;123;1;1;19;3;4;122;0;0;0;1;1;0;19;0;0;5;7;3;12,3333333333333;0;0;5;5;0;0;0;8,9;1,4;3,51;Dropout
1;1;5;9254;1;1;120;1;3;19;3;9;114,8;1;0;0;0;1;0;19;0;0;6;0;0;0;0;0;6;0;0;0;0;8,9;1,4;3,51;Dropout
1;1;4;9500;1;1;144;1;3;39;2;3;129;1;0;0;1;0;0;18;0;0;7;8;7;12,65;0;0;8;9;8;13,4111111111111;0;16,2;0,3;-0,92;Dropout
1;1;5;9773;1;1;130;1;34;38;0;8;128,3;1;0;0;0;0;1;18;0;0;6;12;3;12;0;0;6;15;3;10,6666666666667;0;7,6;2,6;0,32;Dropout
1;43;1;9254;1;1;130;1;1;19;5;7;130;0;0;0;1;0;1;19;0;0;6;11;4;12;0;0;6;14;3;11;0;10,8;1,4;1,74;Dropout
1;17;1;9254;1;1;137;1;34;38;0;7;137,7;1;0;1;0;0;0;19;0;0;6;14;1;10;0;0;6;13;0;0;0;7,6;2,6;0,32;Dropout
1;1;1;9130;1;1;144;1;3;1;1;3;137,7;0;0;0;0;0;0;23;0;0;5;9;0;0;3;1;5;10;1;12;3;10,8;1,4;1,74;Dropout
1;43;1;9130;1;1;120;1;1;19;9;9;120;1;0;0;1;0;0;21;0;0;6;14;5;11,5;1;0;6;13;5;11;1;15,5;2,8;-4,06;Dropout
1;17;1;9070;1;1;122;1;1;1;4;8;123,8;1;0;1;0;0;1;18;0;0;6;6;6;11,8333333333333;0;0;6;8;6;11;0;12,7;3,7;-1,7;Dropout
1;17;2;9853;1;1;145;1;38;19;4;9;127,9;1;0;0;1;0;0;19;0;0;6;0;0;0;0;0;6;0;0;0;0;10,8;1,4;1,74;Dropout
1;39;1;9773;1;1;140;1;34;37;0;0;102,5;0;0;0;1;0;0;26;0;0;6;8;4;11,75;0;0;6;12;0;0;0;7,6;2,6;0,32;Dropout
1;39;1;9254;1;19;133,1;1;19;1;9;5;97;0;0;1;0;1;0;36;0;0;5;10;0;0;0;0;5;5;0;0;0;15,5;2,8;-4,06;Dropout
1;17;1;171;1;1;128;1;1;1;4;10;134,7;0;0;0;0;1;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;10,8;1,4;1,74;Dropout
1;42;1;9119;1;1;120;1;19;37;9;9;113,8;0;0;0;0;1;0;27;0;0;5;0;0;0;0;0;5;0;0;0;0;15,5;2,8;-4,06;Dropout
1;1;4;9119;1;1;120;1;3;1;123;152;116,9;0;0;0;1;1;0;18;0;0;5;9;1;13;0;0;5;5;0;0;0;8,9;1,4;3,51;Dropout
1;39;1;9070;1;1;139,3;1;38;38;5;5;117,5;0;0;0;1;1;0;28;0;0;6;0;0;0;0;0;6;0;0;0;0;12,4;0,5;1,79;Dropout
1;39;1;9670;1;9;133,1;1;6;22;3;3;120;0;0;1;0;1;0;26;0;0;5;5;0;0;0;0;5;5;0;0;5;9,4;-0,8;-3,12;Dropout
1;51;1;9119;1;1;136;1;1;19;3;5;133,6;1;0;0;1;1;0;20;0;4;9;12;9;13,4545454545455;0;2;7;9;6;13875;0;11,1;0,6;2,02;Dropout
1;1;1;9147;1;1;140;1;19;19;7;3;120;1;0;0;1;1;0;21;0;0;5;8;3;10;0;0;5;10;4;11;0;12,7;3,7;-1,7;Dropout
1;7;1;9556;1;3;130;1;1;37;4;8;130;0;0;0;0;1;0;23;0;3;7;7;3;13,6666666666667;0;3;8;8;3;11,3333333333333;4;10,8;1,4;1,74;Dropout
1;1;1;171;1;1;116;1;38;1;5;1;111,1;0;0;0;1;1;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;13,9;-0,3;0,79;Dropout
1;1;5;9070;1;1;117;1;19;37;5;5;131;1;0;1;0;1;0;21;0;0;6;6;1;14;0;0;6;7;0;0;7;9,4;-0,8;-3,12;Dropout
1;51;1;9238;1;1;141;1;1;1;5;9;125;0;0;0;1;1;0;22;0;0;6;6;0;0;0;0;6;7;0;0;0;11,1;0,6;2,02;Dropout
1;39;1;9500;1;1;133,1;1;38;19;9;9;128;1;0;0;0;1;0;32;0;0;7;0;0;0;0;0;8;0;0;0;0;16,2;0,3;-0,92;Dropout
1;1;1;9130;1;1;120;1;19;37;1;9;116,1;1;0;0;1;1;0;22;0;0;5;9;2;10,5;0;0;5;5;0;0;0;12,7;3,7;-1,7;Dropout
1;43;1;9130;1;1;120;1;2;3;3;2;120;1;0;0;0;1;0;22;0;0;6;0;0;0;0;0;4;6;0;0;2;10,8;1,4;1,74;Dropout
1;17;6;9119;1;1;129;1;37;13;4;90;117,1;1;0;0;1;1;0;19;0;0;5;10;0;0;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
1;1;1;171;1;1;131;1;19;19;9;9;134,9;1;0;1;1;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;16,2;0,3;-0,92;Dropout
1;44;1;9147;1;39;130;22;2;37;2;8;130;0;0;1;0;1;0;25;1;0;5;6;0;0;0;0;5;5;0;0;0;15,5;2,8;-4,06;Dropout
1;15;1;9119;1;1;133,1;41;1;3;5;8;100;0;0;1;1;1;0;21;1;0;5;5;0;0;0;0;6;8;0;0;0;11,1;0,6;2,02;Dropout
1;17;1;9254;1;1;118;1;11;34;5;0;122,2;1;0;0;1;0;0;22;0;0;6;10;4;10,5;0;0;6;14;1;11;0;7,6;2,6;0,32;Dropout
1;39;1;8014;0;19;133,1;1;37;37;9;5;135,5;0;0;0;1;0;0;58;0;0;6;6;0;0;0;0;6;6;0;0;0;11,1;0,6;2,02;Dropout
1;17;5;9085;1;1;130;1;19;19;90;7;115,8;0;0;0;0;0;0;18;0;0;6;0;0;0;0;0;6;0;0;0;0;12,7;3,7;-1,7;Dropout
1;39;1;9130;1;1;114;1;38;38;9;10;120;0;0;0;1;0;0;24;0;0;6;9;6;12,5714285714286;0;0;6;10;5;12,8333333333333;0;11,1;0,6;2,02;Dropout
1;17;4;9853;1;1;143;1;37;37;9;5;127,3;1;0;0;1;0;0;18;0;0;6;7;5;11,8;0;0;6;7;5;11,4;0;10,8;1,4;1,74;Dropout
1;1;5;9853;1;1;123;1;1;12;4;9;113,2;1;0;0;1;0;0;20;0;0;6;12;4;12;0;0;6;11;1;10;0;10,8;1,4;1,74;Dropout
1;15;1;9147;1;1;133,1;41;41;1;3;4;100;0;0;1;0;1;0;26;1;6;7;7;6;13;0;2;6;6;2;14;0;11,1;0,6;2,02;Dropout
1;17;1;9003;1;1;170;1;1;4;9;5;144,1;1;0;1;0;1;0;26;0;0;6;8;0;0;0;0;6;10;0;0;0;16,2;0,3;-0,92;Dropout
1;1;2;9254;1;1;110;1;4;19;4;3;114,8;1;0;0;0;1;0;18;0;0;5;6;0;0;0;0;5;5;0;0;0;12,7;3,7;-1,7;Dropout
1;1;1;171;1;1;114;1;3;29;3;5;111,9;0;0;0;0;1;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,4;-0,8;-3,12;Dropout
1;17;3;9119;1;1;138;1;1;19;4;3;125,4;1;0;0;1;1;1;18;0;0;5;9;4;12,25;0;0;5;9;3;12,3333333333333;0;8,9;1,4;3,51;Dropout
1;44;1;9003;1;39;140;1;37;37;9;4;140;0;0;0;1;1;0;20;0;0;6;12;3;11,5;0;0;6;12;3;13,6666666666667;0;12,4;0,5;1,79;Dropout
1;17;1;9130;1;1;132;1;2;1;4;1;127,8;0;0;0;1;1;0;18;0;0;6;9;6;12;0;0;6;10;5;12,1666666666667;0;11,1;0,6;2,02;Dropout
1;1;1;171;1;1;132;1;1;1;4;1;119,4;1;0;0;1;1;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;10,8;1,4;1,74;Dropout
1;1;2;9147;1;1;120;1;1;37;4;9;113,4;1;0;0;1;1;1;19;0;0;5;5;0;0;0;0;5;5;0;0;0;11,1;0,6;2,02;Dropout
1;18;1;9147;1;1;119;1;37;37;7;7;112;1;0;0;0;1;0;20;0;0;5;5;0;0;0;0;5;0;0;0;0;9,4;-0,8;-3,12;Dropout
1;39;1;9670;1;1;120;1;38;37;7;7;140;0;0;0;1;1;0;24;0;0;6;15;4;10,5;0;0;6;16;4;12,5;0;15,5;2,8;-4,06;Dropout
1;51;1;9119;1;1;140;1;1;19;4;4;150;0;0;0;1;1;0;23;0;0;5;7;2;13;0;0;5;11;1;10;0;8,9;1,4;3,51;Dropout
1;17;2;9119;1;1;120;1;10;12;9;9;120,4;1;0;0;1;1;0;20;0;0;5;6;3;11;0;0;5;6;0;0;0;10,8;1,4;1,74;Dropout
1;17;1;9773;1;1;117;1;37;37;0;4;120,5;1;0;0;1;1;0;19;0;0;6;12;0;0;1;0;6;0;0;0;0;9,4;-0,8;-3,12;Dropout
1;39;1;9991;0;1;133;1;37;37;9;5;139,2;1;0;1;1;1;0;33;0;0;5;11;2;12,5;0;0;5;9;2;11,5;1;12,7;3,7;-1,7;Dropout
2;39;1;9003;1;1;133,1;1;1;19;4;4;120;0;0;1;0;1;0;25;0;0;6;17;2;14,5;2;0;6;13;0;0;1;15,5;2,8;-4,06;Dropout
1;1;1;9085;1;1;123;1;1;1;4;9;116,7;1;0;0;1;1;1;20;0;0;6;10;4;13,2;0;0;6;8;0;0;0;12,4;0,5;1,79;Dropout
1;53;1;9085;1;42;150;1;1;1;9;4;150;1;0;0;1;1;1;22;0;1;7;11;5;12,1666666666667;0;4;8;14;5;14,8;0;8,9;1,4;3,51;Dropout
1;43;1;8014;0;1;131;1;19;37;8;5;125;0;0;0;1;1;0;24;0;0;6;13;0;0;3;0;6;6;0;0;0;16,2;0,3;-0,92;Dropout
1;44;1;9130;1;39;110;1;3;4;2;2;110;1;0;0;1;1;0;20;0;0;6;15;4;10,75;0;0;6;12;2;10,5;0;13,9;-0,3;0,79;Dropout
1;39;1;9500;1;19;133,1;1;1;3;2;2;100;0;0;1;1;1;0;24;0;0;7;21;0;0;3;0;7;7;0;0;0;16,2;0,3;-0,92;Dropout
1;1;1;9670;1;1;126;1;1;1;90;90;119;1;0;1;1;1;0;20;0;0;6;10;1;12;1;0;6;0;0;0;0;10,8;1,4;1,74;Dropout
1;17;5;9773;1;1;122;1;38;38;7;7;123,1;1;0;0;0;0;0;19;0;0;6;12;3;11;0;0;6;12;3;12;0;9,4;-0,8;-3,12;Dropout
1;43;1;9500;1;1;140;100;1;1;6;6;128,2;0;0;0;1;0;0;39;1;0;7;0;0;0;0;0;8;0;0;0;0;12,7;3,7;-1,7;Dropout
1;17;1;9254;1;1;127;1;1;1;4;8;126,7;1;0;0;0;1;0;22;0;0;1;1;0;0;0;0;6;0;0;0;0;12,4;0,5;1,79;Dropout
1;17;1;9500;1;1;131;1;19;37;9;9;123,8;1;0;0;1;0;0;19;0;0;7;0;0;0;0;0;8;0;0;0;0;15,5;2,8;-4,06;Dropout
1;7;1;9500;1;5;140;1;19;1;4;1;140;1;0;0;0;0;0;39;0;0;7;0;0;0;0;0;8;0;0;0;0;12,4;0,5;1,79;Dropout
1;39;1;9147;1;12;133,1;1;1;1;9;4;140;1;0;1;0;1;0;24;0;0;5;5;0;0;0;0;5;5;0;0;0;12,7;3,7;-1,7;Dropout
1;39;1;9991;0;1;120;1;19;19;9;9;115;1;0;0;1;1;0;27;0;0;5;9;1;10;0;0;5;5;0;0;0;12,7;3,7;-1,7;Dropout
1;17;1;9085;1;1;130;1;19;1;9;4;101,3;1;0;0;1;1;0;20;0;0;6;12;4;12,8;0;0;6;17;0;0;0;12,4;0,5;1,79;Dropout
1;1;1;9670;1;1;125;1;19;1;7;4;122,6;0;0;0;1;1;0;21;0;0;5;7;5;11,1666666666667;0;0;5;5;4;11;0;9,4;-0,8;-3,12;Dropout
1;17;1;9773;1;1;112;1;1;1;5;1;111,7;0;0;1;0;1;0;19;0;0;6;6;6;12,5;0;0;6;10;4;12,6;0;15,5;2,8;-4,06;Dropout
1;10;1;9500;1;1;140;24;3;3;2;9;140;1;0;1;0;0;0;23;1;0;8;11;7;11,3285714285714;0;0;8;11;7;11,3285714285714;0;12,7;3,7;-1,7;Dropout
1;39;1;9500;1;1;130;1;37;19;9;8;106,2;1;0;0;1;0;0;27;0;0;7;14;0;0;0;0;7;14;0;0;0;11,1;0,6;2,02;Dropout
1;18;5;9853;1;1;121;1;38;19;7;7;117,5;1;0;1;0;0;0;20;0;0;6;14;2;12;0;0;6;14;3;11,6666666666667;0;10,8;1,4;1,74;Dropout
2;39;1;9119;1;3;120;1;37;37;4;7;122,5;0;0;0;0;0;0;32;0;0;5;6;0;0;0;0;5;5;0;0;0;12,7;3,7;-1,7;Dropout
1;17;1;9147;1;1;129;1;38;37;3;5;132,9;1;0;0;1;0;0;19;0;0;5;5;3;11,6666666666667;0;0;5;10;4;10,8;0;9,4;-0,8;-3,12;Dropout
2;39;1;9853;1;12;133,1;1;37;37;7;8;103;0;0;0;1;0;0;41;0;0;6;0;0;0;0;0;6;0;0;0;0;16,2;0,3;-0,92;Dropout
4;17;5;8014;0;1;100;1;19;19;90;90;107;0;0;0;1;0;0;38;0;0;5;12;1;10;0;0;5;10;0;0;0;10,8;1,4;1,74;Dropout
1;7;1;9130;1;2;133,1;6;42;1;4;9;100;0;0;0;1;1;0;35;1;0;7;8;0;0;1;0;6;9;0;0;0;8,9;1,4;3,51;Dropout
1;39;1;8014;0;1;133,1;1;34;34;0;0;100;1;0;0;1;0;0;27;0;0;6;11;4;12,25;0;0;6;16;3;12;0;7,6;2,6;0,32;Dropout
2;39;1;9991;0;9;133,1;1;34;34;0;0;118,4;0;0;0;0;0;0;39;0;0;5;5;0;0;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
2;7;1;9254;1;2;100;1;37;37;9;9;100;0;0;0;0;0;0;37;0;0;5;5;0;0;0;0;5;10;0;0;0;10,8;1,4;1,74;Dropout
5;39;1;9500;1;1;110;1;38;38;9;9;110;0;0;0;0;0;0;37;0;0;8;8;0;0;1;0;8;8;0;0;1;12,7;3,7;-1,7;Dropout
1;1;1;9119;1;1;130;1;37;19;9;5;140,2;1;0;0;1;1;0;20;0;0;5;5;0;0;0;0;5;0;0;0;0;9,4;-0,8;-3,12;Dropout
1;16;1;171;1;1;150;1;37;37;9;9;134,6;1;0;0;1;1;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;7,6;2,6;0,32;Dropout
1;43;1;9130;1;1;133,1;6;37;37;9;6;100;0;0;0;1;0;0;37;1;0;6;0;0;0;0;0;6;0;0;0;0;13,9;-0,3;0,79;Dropout
1;39;1;9003;1;19;133,1;1;37;37;9;10;120;0;0;1;0;1;0;38;0;0;6;8;0;0;0;0;6;10;0;0;0;16,2;0,3;-0,92;Dropout
6;39;1;9991;0;12;130;1;37;37;90;90;119;1;0;0;0;1;0;55;0;0;5;5;0;0;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
5;39;1;9003;1;1;133,1;1;37;37;9;7;110;0;0;1;0;0;0;28;0;0;6;17;5;13;0;0;6;11;4;11,75;0;13,9;-0,3;0,79;Dropout
